offerId	priceUSD	rewards
offer_daily_ability_token_bundle_RE_M4_HD	29.99	draft_abilityTokensEpic:15,draft_abilityTokensEpic:15,draft_abilityTokensRare:21,draft_abilityTokensRare:21
offer_daily_ability_token_bundle_RE_M4_LD	9.99	draft_abilityTokensEpic:5,draft_abilityTokensEpic:5,draft_abilityTokensRare:7,draft_abilityTokensRare:7
offer_daily_ability_token_bundle_RE_M4_MD	24.99	draft_abilityTokensEpic:13,draft_abilityTokensEpic:13,draft_abilityTokensRare:16,draft_abilityTokensRare:16
offer_daily_ability_token_bundle_RE_M4_SHD	34.99	draft_abilityTokensEpic:20,draft_abilityTokensEpic:15,draft_abilityTokensRare:24,draft_abilityTokensRare:24
offer_daily_ability_token_bundle_RE_S2_HD	9.99	draft_abilityTokensEpic:5,draft_abilityTokensEpic:5,draft_abilityTokensRare:7,draft_abilityTokensRare:7
offer_daily_ability_token_bundle_RE_S2_LD	4.99	draft_abilityTokensEpic:5,draft_abilityTokensRare:7
offer_daily_ability_token_bundle_RE_S2_MD	7.99	draft_abilityTokensEpic:8,draft_abilityTokensRare:11
offer_daily_ability_token_bundle_RE_S2_SHD	15.99	draft_abilityTokensEpic:8,draft_abilityTokensEpic:8,draft_abilityTokensRare:11,draft_abilityTokensRare:11
offer_daily_ability_token_bundle_UR_M1_HD	15.99	draft_abilityTokensRare:12,draft_abilityTokensRare:12,draft_abilityTokensRare:12,draft_abilityTokensUncommon:12,draft_abilityTokensUncommon:12,draft_abilityTokensUncommon:12
offer_daily_ability_token_bundle_UR_M1_LD	23.99	draft_abilityTokensRare:18,draft_abilityTokensRare:18,draft_abilityTokensRare:18,draft_abilityTokensUncommon:19,draft_abilityTokensUncommon:19,draft_abilityTokensUncommon:19
offer_daily_ability_token_bundle_UR_M1_MD	6.99	draft_abilityTokensRare:5,draft_abilityTokensRare:5,draft_abilityTokensRare:5,draft_abilityTokensUncommon:6,draft_abilityTokensUncommon:6,draft_abilityTokensUncommon:6
offer_daily_ability_token_bundle_UR_M1_SHD	23.99	draft_abilityTokensRare:18,draft_abilityTokensRare:18,draft_abilityTokensRare:18,draft_abilityTokensUncommon:19,draft_abilityTokensUncommon:19,draft_abilityTokensUncommon:19
offer_daily_ability_token_bundle_UR_M4_HD	29.99	draft_abilityTokensRare:21,draft_abilityTokensRare:21,draft_abilityTokensRare:21,draft_abilityTokensUncommon:27,draft_abilityTokensUncommon:27,draft_abilityTokensUncommon:27
offer_daily_ability_token_bundle_UR_M4_LD	9.99	draft_abilityTokensRare:7,draft_abilityTokensRare:7,draft_abilityTokensRare:7,draft_abilityTokensUncommon:9,draft_abilityTokensUncommon:9,draft_abilityTokensUncommon:9
offer_daily_ability_token_bundle_UR_M4_MD	24.99	draft_abilityTokensRare:18,draft_abilityTokensRare:18,draft_abilityTokensRare:18,draft_abilityTokensUncommon:21,draft_abilityTokensUncommon:21,draft_abilityTokensUncommon:21
offer_daily_ability_token_bundle_UR_M4_SHD	34.99	draft_abilityTokensRare:25,draft_abilityTokensRare:25,draft_abilityTokensRare:25,draft_abilityTokensUncommon:30,draft_abilityTokensUncommon:30,draft_abilityTokensUncommon:30
offer_daily_ability_token_bundle_UR_S1_HD	7.99	draft_abilityTokensRare:6,draft_abilityTokensRare:6,draft_abilityTokensRare:6,draft_abilityTokensUncommon:6,draft_abilityTokensUncommon:6,draft_abilityTokensUncommon:6
offer_daily_ability_token_bundle_UR_S1_LD	3.99	draft_abilityTokensRare:3,draft_abilityTokensRare:3,draft_abilityTokensRare:3,draft_abilityTokensUncommon:3,draft_abilityTokensUncommon:3,draft_abilityTokensUncommon:3
offer_daily_ability_token_bundle_UR_S1_MD	6.99	draft_abilityTokensRare:5,draft_abilityTokensRare:5,draft_abilityTokensRare:5,draft_abilityTokensUncommon:6,draft_abilityTokensUncommon:6,draft_abilityTokensUncommon:6
offer_daily_ability_token_bundle_UR_S1_SHD	9.99	draft_abilityTokensRare:7,draft_abilityTokensRare:7,draft_abilityTokensRare:7,draft_abilityTokensUncommon:9,draft_abilityTokensUncommon:9,draft_abilityTokensUncommon:9
offer_daily_ability_tokens_l	9.99	draft_abilityTokensLegendary:6,draft_abilityTokensEpic:6
offer_daily_ability_tokens_m	7.99	draft_abilityTokensEpic:8,draft_abilityTokensRare:8
offer_daily_ability_tokens_s	3.99	draft_abilityTokensRare:3,draft_abilityTokensRare:3,draft_abilityTokensUncommon:6,draft_abilityTokensCommon:8
offer_daily_ability_tokens_xl	13.99	draft_abilityTokensMythic:5,draft_abilityTokensLegendary:5
offer_daily_battle_tokens_gems_HD	29.99	stamina_waves:3,stamina_treasureBeach:2,gems:3200
offer_daily_battle_tokens_gems_LD	9.99	stamina_waves:1,stamina_treasureBeach:1,gems:1000
offer_daily_battle_tokens_gems_MD	24.99	stamina_waves:2,stamina_treasureBeach:1,gems:3000
offer_daily_battle_tokens_gems_SHD	34.99	stamina_waves:4,stamina_treasureBeach:2,gems:3500
offer_daily_battle_tokens_stamina_HD	14.99	stamina_waves:3,stamina_treasureBeach:2,stamina:150,raidTicket:25
offer_daily_battle_tokens_stamina_LD	4.99	stamina_waves:1,stamina_treasureBeach:1,stamina:30,raidTicket:5
offer_daily_battle_tokens_stamina_MD	9.99	stamina_waves:2,stamina_treasureBeach:1,stamina:120,raidTicket:20
offer_daily_battle_tokens_stamina_SHD	19.99	stamina_waves:4,stamina_treasureBeach:2,stamina:240,raidTicket:40
offer_daily_blessed_requisition_orders_l	14.99	specialSummoningToken:5,gems:600
offer_daily_blessed_requisition_orders_m	8.99	specialSummoningToken:3,gems:350
offer_daily_blessed_requisition_orders_s	4.99	specialSummoningToken:2,gems:50
offer_daily_blessed_requisition_orders_xl	19.99	specialSummoningToken:6,gems:1100
offer_daily_blessed_requisitions_M4_HD	29.99	specialSummoningToken:15
offer_daily_blessed_requisitions_M4_LD	9.99	specialSummoningToken:5
offer_daily_blessed_requisitions_M4_MD	19.99	specialSummoningToken:10
offer_daily_blessed_requisitions_M4_SHD	39.99	specialSummoningToken:20
offer_daily_blessed_requisitions_XL3_HD	79.99	specialSummoningToken:50
offer_daily_blessed_requisitions_XL3_LD	39.99	specialSummoningToken:25
offer_daily_blessed_requisitions_XL3_MD	59.99	specialSummoningToken:38
offer_daily_blessed_requisitions_XL3_SHD	99.99	specialSummoningToken:63
offer_daily_blessed_requisitions_gems_L1_HD	34.99	specialSummoningToken:15,gems:500
offer_daily_blessed_requisitions_gems_L1_LD	6.99	specialSummoningToken:3,gems:100
offer_daily_blessed_requisitions_gems_L1_MD	13.99	specialSummoningToken:6,gems:200
offer_daily_blessed_requisitions_gems_L1_SHD	49.99	specialSummoningToken:21,gems:850
offer_daily_blessed_requisitions_shards_L1_HD	34.99	specialSummoningToken:14,ShardsIfUnlocked:70
offer_daily_blessed_requisitions_shards_L1_LD	14.99	specialSummoningToken:6,ShardsIfUnlocked:30
offer_daily_blessed_requisitions_shards_L1_MD	24.99	specialSummoningToken:10,ShardsIfUnlocked:50
offer_daily_blessed_requisitions_shards_L1_SHD	39.99	specialSummoningToken:16,ShardsIfUnlocked:80
offer_daily_chaos_requisition_orders	7.99	summoningToken:3,ShardsChaos:20
offer_daily_chaos_requisition_orders_HD	23.99	summoningToken:9,ShardsChaos:75
offer_daily_chaos_requisition_orders_LD	7.99	summoningToken:3,ShardsChaos:25
offer_daily_chaos_requisition_orders_MD	15.99	summoningToken:6,ShardsChaos:50
offer_daily_chaos_requisition_orders_SHD	39.99	summoningToken:15,ShardsChaos:125
offer_daily_combined_requisition_orders_l	14.99	summoningToken:3,specialSummoningToken:3,gems:450
offer_daily_combined_requisition_orders_m	9.99	summoningToken:2,specialSummoningToken:2,gems:300
offer_daily_combined_requisition_orders_s	4.99	summoningToken:1,specialSummoningToken:1,gems:150
offer_daily_combined_requisition_orders_xl	19.99	summoningToken:4,specialSummoningToken:4,gems:600
offer_daily_combined_requisition_orders_xxl	24.99	summoningToken:5,specialSummoningToken:5,gems:750
offer_daily_combined_requisitions_L2_HD	44.99	summoningToken:15,specialSummoningToken:12
offer_daily_combined_requisitions_L2_LD	14.99	summoningToken:5,specialSummoningToken:4
offer_daily_combined_requisitions_L2_MD	29.99	summoningToken:10,specialSummoningToken:8
offer_daily_combined_requisitions_L2_SHD	59.99	summoningToken:20,specialSummoningToken:16
offer_daily_combined_requisitions_M3_HD	24.99	summoningToken:10,specialSummoningToken:4
offer_daily_combined_requisitions_M3_LD	6.99	summoningToken:3,specialSummoningToken:1
offer_daily_combined_requisitions_M3_MD	13.99	summoningToken:6,specialSummoningToken:2
offer_daily_combined_requisitions_M3_SHD	34.99	summoningToken:15,specialSummoningToken:5
offer_daily_combined_requisitions_M4_HD	29.99	specialSummoningToken:12,summoningToken:3
offer_daily_combined_requisitions_M4_LD	9.99	specialSummoningToken:4,summoningToken:1
offer_daily_combined_requisitions_M4_MD	19.99	specialSummoningToken:8,summoningToken:2
offer_daily_combined_requisitions_M4_SHD	39.99	specialSummoningToken:16,summoningToken:4
offer_daily_combined_requisitions_gems_M2_HD	19.99	summoningToken:4,specialSummoningToken:4,gems:800
offer_daily_combined_requisitions_gems_M2_LD	4.99	summoningToken:1,specialSummoningToken:1,gems:200
offer_daily_combined_requisitions_gems_M2_MD	14.99	summoningToken:3,specialSummoningToken:3,gems:600
offer_daily_combined_requisitions_gems_M2_SHD	24.99	summoningToken:5,specialSummoningToken:5,gems:1000
offer_daily_combined_requisitions_gems_M4_HD	23.99	summoningToken:6,specialSummoningToken:6,gems:300
offer_daily_combined_requisitions_gems_M4_LD	7.99	summoningToken:2,specialSummoningToken:2,gems:100
offer_daily_combined_requisitions_gems_M4_MD	15.99	summoningToken:4,specialSummoningToken:4,gems:200
offer_daily_combined_requisitions_gems_M4_SHD	39.99	summoningToken:10,specialSummoningToken:10,gems:500
offer_daily_combined_requisitions_gems_XL1_HD	59.99	summoningToken:24,specialSummoningToken:12,gems:600
offer_daily_combined_requisitions_gems_XL1_LD	24.99	summoningToken:10,specialSummoningToken:5,gems:250
offer_daily_combined_requisitions_gems_XL1_MD	44.99	summoningToken:18,specialSummoningToken:9,gems:450
offer_daily_combined_requisitions_gems_XL1_SHD	69.99	summoningToken:28,specialSummoningToken:14,gems:750
offer_daily_faction_upgrade_crate_adeptusmechanicus_adamantine	34.99	UpgradesAdeptusMechanicusRank18C,UpgradesAdeptusMechanicusRank18C,UpgradesAdeptusMechanicusRank18:3,UpgradesAdeptusMechanicusRank18:3,UpgradesAdeptusMechanicusRank18:3,UpgradesAdeptusMechanicusRank18:3
offer_daily_faction_upgrade_crate_adeptusmechanicus_bronze	14.99	upgHpR001:1,upgDmgR034:1,upgArmR034:1,UpgradesAdeptusMechanicusRank6C,UpgradesAdeptusMechanicusRank7C,UpgradesAdeptusMechanicusRank8C,UpgradesAdeptusMechanicusRank6:3,UpgradesAdeptusMechanicusRank6:3,UpgradesAdeptusMechanicusRank7:3,UpgradesAdeptusMechanicusRank7:3,UpgradesAdeptusMechanicusRank8:3,UpgradesAdeptusMechanicusRank8:3
offer_daily_faction_upgrade_crate_adeptusmechanicus_diamond	34.99	upgHpL114:3,UpgradesAdeptusMechanicusRank15C,UpgradesAdeptusMechanicusRank16C,UpgradesAdeptusMechanicusRank17C,UpgradesAdeptusMechanicusRank15:3,UpgradesAdeptusMechanicusRank15:3,UpgradesAdeptusMechanicusRank16:3,UpgradesAdeptusMechanicusRank16:3,UpgradesAdeptusMechanicusRank17:3,UpgradesAdeptusMechanicusRank17:3
offer_daily_faction_upgrade_crate_adeptusmechanicus_gold	29.99	upgHpL114:3,UpgradesAdeptusMechanicusRank12C,UpgradesAdeptusMechanicusRank13C,UpgradesAdeptusMechanicusRank14C,UpgradesAdeptusMechanicusRank12:3,UpgradesAdeptusMechanicusRank12:3,UpgradesAdeptusMechanicusRank13:3,UpgradesAdeptusMechanicusRank13:3,UpgradesAdeptusMechanicusRank14:3,UpgradesAdeptusMechanicusRank14:3
offer_daily_faction_upgrade_crate_adeptusmechanicus_iron	7.99	upgHpU014:1,upgDmgU012:1,upgArmU013:1,UpgradesAdeptusMechanicusRank3C,UpgradesAdeptusMechanicusRank4C,UpgradesAdeptusMechanicusRank5C,UpgradesAdeptusMechanicusRank3:3,UpgradesAdeptusMechanicusRank3:3,UpgradesAdeptusMechanicusRank4:3,UpgradesAdeptusMechanicusRank4:3,UpgradesAdeptusMechanicusRank5:3,UpgradesAdeptusMechanicusRank5:3
offer_daily_faction_upgrade_crate_adeptusmechanicus_silver	19.99	upgHpR001:1,upgDmgR034:1,upgArmR034:1,UpgradesAdeptusMechanicusRank9C,UpgradesAdeptusMechanicusRank10C,UpgradesAdeptusMechanicusRank11C,UpgradesAdeptusMechanicusRank9:3,UpgradesAdeptusMechanicusRank9:3,UpgradesAdeptusMechanicusRank10:3,UpgradesAdeptusMechanicusRank10:3,UpgradesAdeptusMechanicusRank11:3,UpgradesAdeptusMechanicusRank11:3
offer_daily_faction_upgrade_crate_aeldari_adamantine	34.99	UpgradesAeldariRank18C,UpgradesAeldariRank18C,UpgradesAeldariRank18:3,UpgradesAeldariRank18:3,UpgradesAeldariRank18:3,UpgradesAeldariRank18:3
offer_daily_faction_upgrade_crate_aeldari_bronze	14.99	upgHpR028:1,upgDmgR028:1,upgArmR028:1,UpgradesAeldariRank6C,UpgradesAeldariRank7C,UpgradesAeldariRank8C,UpgradesAeldariRank6:3,UpgradesAeldariRank6:3,UpgradesAeldariRank7:3,UpgradesAeldariRank7:3,UpgradesAeldariRank8:3,UpgradesAeldariRank8:3
offer_daily_faction_upgrade_crate_aeldari_diamond	34.99	upgHpL108:3,UpgradesAeldariRank15C,UpgradesAeldariRank16C,UpgradesAeldariRank17C,UpgradesAeldariRank15:3,UpgradesAeldariRank15:3,UpgradesAeldariRank16:3,UpgradesAeldariRank16:3,UpgradesAeldariRank17:3,UpgradesAeldariRank17:3
offer_daily_faction_upgrade_crate_aeldari_gold	29.99	upgHpL108:3,UpgradesAeldariRank12C,UpgradesAeldariRank13C,UpgradesAeldariRank14C,UpgradesAeldariRank12:3,UpgradesAeldariRank12:3,UpgradesAeldariRank13:3,UpgradesAeldariRank13:3,UpgradesAeldariRank14:3,UpgradesAeldariRank14:3
offer_daily_faction_upgrade_crate_aeldari_iron	7.99	upgHpU015:1,upgDmgU012:1,upgArmU014:1,UpgradesAeldariRank3C,UpgradesAeldariRank4C,UpgradesAeldariRank5C,UpgradesAeldariRank3:3,UpgradesAeldariRank3:3,UpgradesAeldariRank4:3,UpgradesAeldariRank4:3,UpgradesAeldariRank5:3,UpgradesAeldariRank5:3
offer_daily_faction_upgrade_crate_aeldari_silver	19.99	upgHpR028:1,upgDmgR028:1,upgArmR028:1,UpgradesAeldariRank9C,UpgradesAeldariRank10C,UpgradesAeldariRank11C,UpgradesAeldariRank9:3,UpgradesAeldariRank9:3,UpgradesAeldariRank10:3,UpgradesAeldariRank10:3,UpgradesAeldariRank11:3,UpgradesAeldariRank11:3
offer_daily_faction_upgrade_crate_astramilitarum	9.99	dropTableUpgradesAstraMilitarumRank3To5C:1,UpgradesAstraMilitarumRank3:3,UpgradesAstraMilitarumRank3:3,UpgradesAstraMilitarumRank3:3,UpgradesAstraMilitarumRank3:3,UpgradesAstraMilitarumRank3:3,UpgradesAstraMilitarumRank4:3,UpgradesAstraMilitarumRank4:3,UpgradesAstraMilitarumRank4:3,UpgradesAstraMilitarumRank5:3,UpgradesAstraMilitarumRank5:3,UpgradesAstraMilitarumRank5:3
offer_daily_faction_upgrade_crate_astramilitarum_adamantine	34.99	UpgradesAstraMilitarumRank18C,UpgradesAstraMilitarumRank18C,UpgradesAstraMilitarumRank18:3,UpgradesAstraMilitarumRank18:3,UpgradesAstraMilitarumRank18:3,UpgradesAstraMilitarumRank18:3
offer_daily_faction_upgrade_crate_astramilitarum_bronze	14.99	upgHpR007:1,upgDmgR025:1,upgArmR025:1,UpgradesAstraMilitarumRank6C,UpgradesAstraMilitarumRank7C,UpgradesAstraMilitarumRank8C,UpgradesAstraMilitarumRank6:3,UpgradesAstraMilitarumRank6:3,UpgradesAstraMilitarumRank7:3,UpgradesAstraMilitarumRank7:3,UpgradesAstraMilitarumRank8:3,UpgradesAstraMilitarumRank8:3
offer_daily_faction_upgrade_crate_astramilitarum_diamond	34.99	upgHpL105:3,UpgradesAstraMilitarumRank15C,UpgradesAstraMilitarumRank16C,UpgradesAstraMilitarumRank17C,UpgradesAstraMilitarumRank15:3,UpgradesAstraMilitarumRank15:3,UpgradesAstraMilitarumRank16:3,UpgradesAstraMilitarumRank16:3,UpgradesAstraMilitarumRank17:3,UpgradesAstraMilitarumRank17:3
offer_daily_faction_upgrade_crate_astramilitarum_gold	29.99	upgHpL105:3,UpgradesAstraMilitarumRank12C,UpgradesAstraMilitarumRank13C,UpgradesAstraMilitarumRank14C,UpgradesAstraMilitarumRank12:3,UpgradesAstraMilitarumRank12:3,UpgradesAstraMilitarumRank13:3,UpgradesAstraMilitarumRank13:3,UpgradesAstraMilitarumRank14:3,UpgradesAstraMilitarumRank14:3
offer_daily_faction_upgrade_crate_astramilitarum_iron	7.99	upgHpU002:1,upgDmgU011:1,upgArmU001:1,UpgradesAstraMilitarumRank3C,UpgradesAstraMilitarumRank4C,UpgradesAstraMilitarumRank5C,UpgradesAstraMilitarumRank3:3,UpgradesAstraMilitarumRank3:3,UpgradesAstraMilitarumRank4:3,UpgradesAstraMilitarumRank4:3,UpgradesAstraMilitarumRank5:3,UpgradesAstraMilitarumRank5:3
offer_daily_faction_upgrade_crate_astramilitarum_silver	19.99	upgHpR007:1,upgDmgR025:1,upgArmR025:1,UpgradesAstraMilitarumRank9C,UpgradesAstraMilitarumRank10C,UpgradesAstraMilitarumRank11C,UpgradesAstraMilitarumRank9:3,UpgradesAstraMilitarumRank9:3,UpgradesAstraMilitarumRank10:3,UpgradesAstraMilitarumRank10:3,UpgradesAstraMilitarumRank11:3,UpgradesAstraMilitarumRank11:3
offer_daily_faction_upgrade_crate_blacklegion	9.99	dropTableUpgradesBlackLegionRank3To5C:1,UpgradesBlackLegionRank3:3,UpgradesBlackLegionRank3:3,UpgradesBlackLegionRank3:3,UpgradesBlackLegionRank3:3,UpgradesBlackLegionRank3:3,UpgradesBlackLegionRank4:3,UpgradesBlackLegionRank4:3,UpgradesBlackLegionRank4:3,UpgradesBlackLegionRank5:3,UpgradesBlackLegionRank5:3,UpgradesBlackLegionRank5:3
offer_daily_faction_upgrade_crate_blacklegion_adamantine	34.99	UpgradesBlackLegionRank18C,UpgradesBlackLegionRank18C,UpgradesBlackLegionRank18:3,UpgradesBlackLegionRank18:3,UpgradesBlackLegionRank18:3,UpgradesBlackLegionRank18:3
offer_daily_faction_upgrade_crate_blacklegion_bronze	14.99	upgHpR023:1,upgDmgR023:1,upgArmR023:1,UpgradesBlackLegionRank6C,UpgradesBlackLegionRank7C,UpgradesBlackLegionRank8C,UpgradesBlackLegionRank6:3,UpgradesBlackLegionRank6:3,UpgradesBlackLegionRank7:3,UpgradesBlackLegionRank7:3,UpgradesBlackLegionRank8:3,UpgradesBlackLegionRank8:3
offer_daily_faction_upgrade_crate_blacklegion_diamond	34.99	upgHpL103:3,UpgradesBlackLegionRank15C,UpgradesBlackLegionRank16C,UpgradesBlackLegionRank17C,UpgradesBlackLegionRank15:3,UpgradesBlackLegionRank15:3,UpgradesBlackLegionRank16:3,UpgradesBlackLegionRank16:3,UpgradesBlackLegionRank17:3,UpgradesBlackLegionRank17:3
offer_daily_faction_upgrade_crate_blacklegion_gold	29.99	upgHpL103:3,UpgradesBlackLegionRank12C,UpgradesBlackLegionRank13C,UpgradesBlackLegionRank14C,UpgradesBlackLegionRank12:3,UpgradesBlackLegionRank12:3,UpgradesBlackLegionRank13:3,UpgradesBlackLegionRank13:3,UpgradesBlackLegionRank14:3,UpgradesBlackLegionRank14:3
offer_daily_faction_upgrade_crate_blacklegion_iron	7.99	upgHpU012:1,upgDmgU012:1,upgArmU007:1,UpgradesBlackLegionRank3C,UpgradesBlackLegionRank4C,UpgradesBlackLegionRank5C,UpgradesBlackLegionRank3:3,UpgradesBlackLegionRank3:3,UpgradesBlackLegionRank4:3,UpgradesBlackLegionRank4:3,UpgradesBlackLegionRank5:3,UpgradesBlackLegionRank5:3
